form_family,schedule,line_number,item_description,column_role,mdrm_code,forms,start_date,notes
y9c,HC-N,1.a.(1),1-4 family residential construction,mdrm_90_plus,BHCKF174,,2007-03-31,
y9c,HC-N,1.a.(1),1-4 family residential construction,mdrm_nonaccrual,BHCKF176,,2007-03-31,
y9c,HC-N,1.a.(2),Other construction and land development,mdrm_30_89,BHCKF173,,2007-03-31,
y9c,HC-N,1.a.(2),Other construction and land development,mdrm_90_plus,BHCKF175,,2007-03-31,
y9c,HC-N,1.a.(2),Other construction and land development,mdrm_nonaccrual,BHCKF177,,2007-03-31,
y9c,HC-N,1.b.,Secured by farmland (domestic offices),mdrm_30_89,BHCK3493,,1991-03-31,
y9c,HC-N,1.b.,Secured by farmland (domestic offices),mdrm_90_plus,BHCK3494,,1991-03-31,
y9c,HC-N,1.b.,Secured by farmland (domestic offices),mdrm_nonaccrual,BHCK3495,,1991-03-31,
y9c,HC-N,1.c.(1),Revolving open-end 1-4 family (HELOCs),mdrm_30_89,BHCK5398,,2001-03-31,
y9c,HC-N,1.c.(1),Revolving open-end 1-4 family (HELOCs),mdrm_90_plus,BHCK5399,,2001-03-31,
y9c,HC-N,1.c.(1),Revolving open-end 1-4 family (HELOCs),mdrm_nonaccrual,BHCK5400,,2001-03-31,
y9c,HC-N,1.c.(2)(a),Closed-end 1-4 family - first liens,mdrm_nonaccrual,BHCKC229,,2002-03-31,
y9c,HC-N,1.c.(2)(a),Closed-end 1-4 family - first liens,mdrm_30_89,BHCKC236,,2002-03-31,
y9c,HC-N,1.c.(2)(a),Closed-end 1-4 family - first liens,mdrm_90_plus,BHCKC237,,2002-03-31,
y9c,HC-N,1.c.(2)(b),Closed-end 1-4 family - junior liens,mdrm_nonaccrual,BHCKC230,,2002-03-31,
y9c,HC-N,1.c.(2)(b),Closed-end 1-4 family - junior liens,mdrm_30_89,BHCKC238,,2002-03-31,
y9c,HC-N,1.c.(2)(b),Closed-end 1-4 family - junior liens,mdrm_90_plus,BHCKC239,,2002-03-31,
y9c,HC-N,1.d.,Secured by multifamily (5+) residential (domestic offices),mdrm_30_89,BHCK3499,,2001-03-31,
y9c,HC-N,1.d.,Secured by multifamily (5+) residential (domestic offices),mdrm_90_plus,BHCK3500,,2001-03-31,
y9c,HC-N,1.d.,Secured by multifamily (5+) residential (domestic offices),mdrm_nonaccrual,BHCK3501,,2001-03-31,
y9c,HC-N,1.e.(1),Owner-occupied nonfarm nonresidential,mdrm_30_89,BHCKF178,,2007-03-31,
y9c,HC-N,1.e.(1),Owner-occupied nonfarm nonresidential,mdrm_90_plus,BHCKF180,,2007-03-31,
y9c,HC-N,1.e.(1),Owner-occupied nonfarm nonresidential,mdrm_nonaccrual,BHCKF182,,2007-03-31,
y9c,HC-N,1.e.(2),Other nonfarm nonresidential,mdrm_30_89,BHCKF179,,2007-03-31,
y9c,HC-N,1.e.(2),Other nonfarm nonresidential,mdrm_90_plus,BHCKF181,,2007-03-31,
y9c,HC-N,1.e.(2),Other nonfarm nonresidential,mdrm_nonaccrual,BHCKF183,,2007-03-31,
y9c,HC-N,1.f.,RE loans in foreign offices,mdrm_30_89,BHCKB572,,2001-03-31,
y9c,HC-N,1.f.,RE loans in foreign offices,mdrm_90_plus,BHCKB573,,2001-03-31,
y9c,HC-N,1.f.,RE loans in foreign offices,mdrm_nonaccrual,BHCKB574,,2001-03-31,
y9c,HC-N,11.a.,Guaranteed portion of loans and leases,mdrm_30_89,BHCKK039,,2009-06-30,
y9c,HC-N,11.a.,Guaranteed portion of loans and leases,mdrm_90_plus,BHCKK040,,2009-06-30,
y9c,HC-N,11.a.,Guaranteed portion of loans and leases,mdrm_nonaccrual,BHCKK041,,2009-06-30,
y9c,HC-N,11.b.,Rebooked GNMA loans repurchased/eligible for repurchase,mdrm_30_89,BHCKK042,,2009-06-30,
y9c,HC-N,11.b.,Rebooked GNMA loans repurchased/eligible for repurchase,mdrm_90_plus,BHCKK043,,2009-06-30,
y9c,HC-N,11.b.,Rebooked GNMA loans repurchased/eligible for repurchase,mdrm_nonaccrual,BHCKK044,,2009-06-30,
y9c,HC-N,2.a.,U.S. banks and other U.S. depository institutions,mdrm_30_89,BHCK5377,,1991-03-31,
y9c,HC-N,2.a.,U.S. banks and other U.S. depository institutions,mdrm_90_plus,BHCK5378,,1991-03-31,
y9c,HC-N,2.a.,U.S. banks and other U.S. depository institutions,mdrm_nonaccrual,BHCK5379,,1991-03-31,
y9c,HC-N,2.b.,Foreign banks,mdrm_30_89,BHCK5380,,1991-03-31,
y9c,HC-N,2.b.,Foreign banks,mdrm_90_plus,BHCK5381,,1991-03-31,
y9c,HC-N,2.b.,Foreign banks,mdrm_nonaccrual,BHCK5382,,1991-03-31,
y9c,HC-N,5.a.,Credit cards,mdrm_30_89,BHCKB575,,2001-03-31,
y9c,HC-N,5.a.,Credit cards,mdrm_90_plus,BHCKB576,,2001-03-31,
y9c,HC-N,5.a.,Credit cards,mdrm_nonaccrual,BHCKB577,,2001-03-31,
y9c,HC-N,5.b.,Automobile loans,mdrm_30_89,BHCKK213,,2011-03-31,
y9c,HC-N,5.b.,Automobile loans,mdrm_90_plus,BHCKK214,,2011-03-31,
y9c,HC-N,5.b.,Automobile loans,mdrm_nonaccrual,BHCKK215,,2011-03-31,
y9c,HC-N,5.c.,Other consumer loans,mdrm_30_89,BHCKK216,,2011-03-31,"Single payment, installment, student, revolving (non-CC)"
y9c,HC-N,5.c.,Other consumer loans,mdrm_90_plus,BHCKK217,,2011-03-31,"Single payment, installment, student, revolving (non-CC)"
y9c,HC-N,5.c.,Other consumer loans,mdrm_nonaccrual,BHCKK218,,2011-03-31,"Single payment, installment, student, revolving (non-CC)"
y9c,HC-N,8.a.,Leases to individuals (household/family/personal),mdrm_30_89,BHCKF166,,2007-03-31,
y9c,HC-N,8.a.,Leases to individuals (household/family/personal),mdrm_90_plus,BHCKF167,,2007-03-31,
y9c,HC-N,8.a.,Leases to individuals (household/family/personal),mdrm_nonaccrual,BHCKF168,,2007-03-31,
y9c,HC-N,8.b.,All other leases,mdrm_30_89,BHCKF169,,2007-03-31,
y9c,HC-N,8.b.,All other leases,mdrm_90_plus,BHCKF170,,2007-03-31,
y9c,HC-N,8.b.,All other leases,mdrm_nonaccrual,BHCKF171,,2007-03-31,
y9c,HC-N,8.c.,Lease financing receivables (HCs < $5B assets),mdrm_30_89,BHCKKX63,,2019-12-31,Reported only by holding companies with < $5B total assets
y9c,HC-N,8.c.,Lease financing receivables (HCs < $5B assets),mdrm_90_plus,BHCKKX64,,2019-12-31,Reported only by holding companies with < $5B total assets
y9c,HC-N,8.c.,Lease financing receivables (HCs < $5B assets),mdrm_nonaccrual,BHCKKX65,,2019-12-31,Reported only by holding companies with < $5B total assets
y9c,HC-N,M.1.a.(1),Memo: modifications - 1-4 family residential construction,mdrm_30_89,BHDMK105,,2018-03-31,
y9c,HC-N,M.1.a.(1),Memo: modifications - 1-4 family residential construction,mdrm_90_plus,BHDMK106,,2018-03-31,
y9c,HC-N,M.1.a.(1),Memo: modifications - 1-4 family residential construction,mdrm_nonaccrual,BHDMK107,,2018-03-31,
y9c,HC-N,M.1.a.(2),Memo: modifications - other construction/land development,mdrm_30_89,BHDMK108,,2018-03-31,
y9c,HC-N,M.1.a.(2),Memo: modifications - other construction/land development,mdrm_90_plus,BHDMK109,,2018-03-31,
y9c,HC-N,M.1.a.(2),Memo: modifications - other construction/land development,mdrm_nonaccrual,BHDMK110,,2018-03-31,
y9c,HC-N,M.1.a.(3),Memo: modifications C&I - U.S. and non-U.S. addressees (combined),mdrm_30_89,BHCKKX66,,2019-12-31,HCs < $5B report combined here
y9c,HC-N,M.1.a.(3),Memo: modifications C&I - U.S. and non-U.S. addressees (combined),mdrm_90_plus,BHCKKX67,,2019-12-31,HCs < $5B report combined here
y9c,HC-N,M.1.a.(3),Memo: modifications C&I - U.S. and non-U.S. addressees (combined),mdrm_nonaccrual,BHCKKX68,,2019-12-31,HCs < $5B report combined here
y9c,HC-N,M.1.b.,Memo: modifications - 1-4 family residential (domestic offices),mdrm_30_89,BHCKF661,,2018-03-31,
y9c,HC-N,M.1.b.,Memo: modifications - 1-4 family residential (domestic offices),mdrm_90_plus,BHCKF662,,2018-03-31,
y9c,HC-N,M.1.b.,Memo: modifications - 1-4 family residential (domestic offices),mdrm_nonaccrual,BHCKF663,,2018-03-31,
y9c,HC-N,M.1.c.,Memo: modifications - multifamily (5+) residential,mdrm_30_89,BHDMK111,,2018-03-31,
y9c,HC-N,M.1.c.,Memo: modifications - multifamily (5+) residential,mdrm_90_plus,BHDMK112,,2018-03-31,
y9c,HC-N,M.1.c.,Memo: modifications - multifamily (5+) residential,mdrm_nonaccrual,BHDMK113,,2018-03-31,
y9c,HC-N,M.1.d.(1),Memo: modifications - owner-occupied nonfarm nonresidential,mdrm_30_89,BHDMK114,,2018-03-31,
y9c,HC-N,M.1.d.(1),Memo: modifications - owner-occupied nonfarm nonresidential,mdrm_90_plus,BHDMK115,,2018-03-31,
y9c,HC-N,M.1.d.(1),Memo: modifications - owner-occupied nonfarm nonresidential,mdrm_nonaccrual,BHDMK116,,2018-03-31,
y9c,HC-N,M.1.d.(2),Memo: modifications - other nonfarm nonresidential,mdrm_30_89,BHDMK117,,2018-03-31,
y9c,HC-N,M.1.d.(2),Memo: modifications - other nonfarm nonresidential,mdrm_90_plus,BHDMK118,,2018-03-31,
y9c,HC-N,M.1.d.(2),Memo: modifications - other nonfarm nonresidential,mdrm_nonaccrual,BHDMK119,,2018-03-31,
y9c,HC-N,M.1.e.(1),Memo: modifications C&I - to U.S. addressees,mdrm_30_89,BHCKK120,,2018-03-31,
y9c,HC-N,M.1.e.(1),Memo: modifications C&I - to U.S. addressees,mdrm_90_plus,BHCKK121,,2018-03-31,
y9c,HC-N,M.1.e.(1),Memo: modifications C&I - to U.S. addressees,mdrm_nonaccrual,BHCKK122,,2018-03-31,
y9c,HC-N,M.1.e.(2),Memo: modifications C&I - to non-U.S. addressees,mdrm_30_89,BHCKK123,,2018-03-31,
y9c,HC-N,M.1.e.(2),Memo: modifications C&I - to non-U.S. addressees,mdrm_90_plus,BHCKK124,,2018-03-31,
y9c,HC-N,M.1.e.(2),Memo: modifications C&I - to non-U.S. addressees,mdrm_nonaccrual,BHCKK125,,2018-03-31,
y9c,HC-N,M.1.f.,Memo: modifications - all other loans,mdrm_30_89,BHCKK126,,2018-03-31,
y9c,HC-N,M.1.f.,Memo: modifications - all other loans,mdrm_90_plus,BHCKK127,,2018-03-31,
y9c,HC-N,M.1.f.,Memo: modifications - all other loans,mdrm_nonaccrual,BHCKK128,,2018-03-31,
y9c,HC-N,M.1.f.(1),Memo: modifications - secured by farmland (domestic offices),mdrm_30_89,BHDMK130,,2018-03-31,
y9c,HC-N,M.1.f.(1),Memo: modifications - secured by farmland (domestic offices),mdrm_90_plus,BHDMK131,,2018-03-31,
y9c,HC-N,M.1.f.(1),Memo: modifications - secured by farmland (domestic offices),mdrm_nonaccrual,BHDMK132,,2018-03-31,
y9c,HC-N,M.1.f.(2),Memo: modifications - agricultural production / to farmers,mdrm_30_89,BHCKK138,,2018-03-31,
y9c,HC-N,M.1.f.(2),Memo: modifications - agricultural production / to farmers,mdrm_90_plus,BHCKK139,,2018-03-31,
y9c,HC-N,M.1.f.(2),Memo: modifications - agricultural production / to farmers,mdrm_nonaccrual,BHCKK140,,2018-03-31,
y9c,HC-N,M.1.f.(3)(a),Memo: modifications - credit cards,mdrm_30_89,BHCKK274,,2018-03-31,
y9c,HC-N,M.1.f.(3)(a),Memo: modifications - credit cards,mdrm_90_plus,BHCKK275,,2018-03-31,
y9c,HC-N,M.1.f.(3)(a),Memo: modifications - credit cards,mdrm_nonaccrual,BHCKK276,,2018-03-31,
y9c,HC-N,M.1.f.(3)(b),Memo: modifications - automobile loans,mdrm_30_89,BHCKK277,,2018-03-31,
y9c,HC-N,M.1.f.(3)(b),Memo: modifications - automobile loans,mdrm_90_plus,BHCKK278,,2018-03-31,
y9c,HC-N,M.1.f.(3)(b),Memo: modifications - automobile loans,mdrm_nonaccrual,BHCKK279,,2018-03-31,
y9c,HC-N,M.1.f.(3)(c),Memo: modifications - other consumer loans,mdrm_30_89,BHCKK280,,2018-03-31,
y9c,HC-N,M.1.f.(3)(c),Memo: modifications - other consumer loans,mdrm_90_plus,BHCKK281,,2018-03-31,
y9c,HC-N,M.1.f.(3)(c),Memo: modifications - other consumer loans,mdrm_nonaccrual,BHCKK282,,2018-03-31,
y9c,HC-N,M.1.g.,Memo: Total loan modifications (financial difficulty) not in HC-C M.1,mdrm_30_89,BHCKHK26,,2020-03-31,
y9c,HC-N,M.1.g.,Memo: Total loan modifications (financial difficulty) not in HC-C M.1,mdrm_90_plus,BHCKHK27,,2020-03-31,
y9c,HC-N,M.1.g.,Memo: Total loan modifications (financial difficulty) not in HC-C M.1,mdrm_nonaccrual,BHCKHK28,,2020-03-31,
y9c,HC-N,M.2.,Memo: Loans to finance CRE/construction/land (not secured by RE) in items 4 & 7,mdrm_30_89,BHCK6558,,1991-03-31,
y9c,HC-N,M.2.,Memo: Loans to finance CRE/construction/land (not secured by RE) in items 4 & 7,mdrm_90_plus,BHCK6559,,1991-03-31,
y9c,HC-N,M.2.,Memo: Loans to finance CRE/construction/land (not secured by RE) in items 4 & 7,mdrm_nonaccrual,BHCK6560,,1991-03-31,
y9c,HC-N,M.3.,"Memo: Loans/leases to non-U.S. addressees (items 1,2,4,5,6,7,8)",mdrm_90_plus,BHCK1912,,1991-03-31,
y9c,HC-N,M.3.,"Memo: Loans/leases to non-U.S. addressees (items 1,2,4,5,6,7,8)",mdrm_nonaccrual,BHCK1913,,1991-03-31,
y9c,HC-N,M.3.,"Memo: Loans/leases to non-U.S. addressees (items 1,2,4,5,6,7,8)",mdrm_30_89,BHCK3508,,1991-03-31,
y9c,HC-N,M.5.,Memo: Loans/leases held-for-sale and measured at fair value,mdrm_nonaccrual,BHCKC226,,2002-03-31,
y9c,HC-N,M.5.,Memo: Loans/leases held-for-sale and measured at fair value,mdrm_30_89,BHCKC240,,2002-03-31,
y9c,HC-N,M.5.,Memo: Loans/leases held-for-sale and measured at fair value,mdrm_90_plus,BHCKC241,,2002-03-31,
y9c,HC-N,M.6.,Memo: Derivative contracts - fair value carried as assets,mdrm_30_89,BHCK3529,,1995-03-31,Columns A (30-89) and B (90+) only; no nonaccrual
y9c,HC-N,M.6.,Memo: Derivative contracts - fair value carried as assets,mdrm_90_plus,BHCK3530,,1995-03-31,Columns A (30-89) and B (90+) only; no nonaccrual
y9c,HC-N,M.7.,Memo: Additions to nonaccrual assets during previous six months,mdrm_nonaccrual,BHCKC410,,1991-03-31,Single value (no A/B/C); nonaccrual concept
y9c,HC-N,M.8.,Memo: Nonaccrual assets sold during previous six months,mdrm_nonaccrual,BHCKC411,,2003-03-31,Single value (no A/B/C)
y9c,HC-N,M.9,Memo: Loans to nondepository financial institutions (in item 7),mdrm_30_89,BHCKPV23,,2021-03-31,
y9c,HC-N,M.9,Memo: Loans to nondepository financial institutions (in item 7),mdrm_90_plus,BHCKPV24,,2021-03-31,
y9c,HC-N,M.9,Memo: Loans to nondepository financial institutions (in item 7),mdrm_nonaccrual,BHCKPV25,,2021-03-31,
